id,title,description,category,price,ranking,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,similarity_score
B00F5KDIC2,10x Cute Women's Dot Rabbit Ear Hair Bow Tie Bands Chiffon Ponytail Holder Hot,"10pc Dot Rabbit Hair Tie100% Brand new and high qualitySize of ears: about 30 x 50 mm /1.18"" x 1.97""...",Headbands | Styling Accessories | Styling Tools | Hair Care,2.7,1551.0,A2TD1AHQKH1MDT,B00FZ84P7Q|B00014D322|B00028OPZ6|B000NNCA16|B005P0T6MI|B006QFM89Y|B00EO9CLC8|B0030O3VRW|B003IRMNHU|B00BAZOTHE|B0013JSK7M|B002PR2GLM|B0081UYHLY|B009ARXD12|B0049E7984,Can you suggest a headband that is ideal for maintaining hair protection during athletic activities?,0,"The user shows a unique preference for products that are sulfate-free, contain biotin, and are suitable for a wide range of hair types. They also favor items that are handmade and come with a satisfaction guarantee.",Can you suggest a headband that is ideal for maintaining hair protection during athletic activities?,1.0,headband that is ideal for maintaining hair protection during athletic activities,-4.7462883
B0014UAHQW,"NOW Foods Rose Hip Seed Oil, 1 ounce","Rich in Omega-6 essential fatty acids, Rose Hip Seed Oil continues to serve as one of the personal c...",Body | Skin Care | Oils | Moisturizers,6.71,1109.0,A2B9Q9A36GAWPP,B006MMOVOQ|B007GFUIG8|B0000CC64W|B004IUN7JO|B009H96PA4|B0006GZBMA|B0039U5PN0,Can you help me choose a skin care oil that enhances glow and is suitable for daily use?,1,"The user shows a unique preference for natural and organic products, as indicated by the purchase of items like pure rosehip seed oil and indigo powder for hair coloring.",Can you help me choose a set of products that enhances glow and is suitable for daily use?,-1.0,,0.7869612
B00021DE14,"NARS Semi-Matte Lipstick, Morocco",A wide range of captivating shades designed to provide the look and style the color dictates. NARS l...,Makeup | Lips | Lipstick,51.5,209469.0,A1DKF6ML57AMSJ,B001CJE0Y0|B002RD3898|B004T50NPY|B0057IBKEA|B006X1LOQO|B00C5R0A7O|B001FYV0HM|B00CICWLHS|B00278XY74|B000S7ZTDI,Can you recommend me a lipstick that boosts confidence for special occasions?,1,"The user shows a preference for premium and specialized products, such as those containing unique ingredients like caviar, gold, and natural extracts.",Can you recommend me a set of products that boosts confidence for special occasions?,-1.0,,10.302797
B003V9N1RQ,"Paris Hilton Tease Eau De Parfum Spray by Paris Hilton, 1.7 Ounce","Introduced in the year 2010. Paris Hilton Tease Perfume by Paris Hilton, This floral chypre for wome...",Body | Skin Care | Moisturizers | Lotions,8.53,3575.0,A10UHQH1YL5Q6B,B000052YE1|B000H8UN3Y|B000ZMBSPE|B00411B4CC|B000MX5NVQ|B0000Y3D4G|B000P276WS|B002Z95IK6|B004EWS5F2|B000JL7Z5S|B000VOHR88|B006AU1XAA|B000P20R6A|B005FLREEE|B000C1W1DG|B0036RFMCA|B004EWV81K|B006AUNPJM,I'm interested in a fragrance that offers a soothing experience for sensitive skin.,1,"The user shows a unique preference for products that offer specific benefits such as deep cleansing, healing properties, and sun protection, as well as a variety of fragrance options.",I'm interested in a set of products that offers a soothing experience for sensitive skin.,-1.0,,-1.7769723
B0006BE90K,Clarifying Lotion 3 (Combination Oily)--/13.5OZ,Clarifying Lotion 3 (Combination Oily)--/13.5OZ Design House: Clinique,Skin Care | Face | Toners & Astringents,22.0,11227.0,A2XDGDLT6S9836,B003BMR1Z6|B0030X4HFI|B00068AZ88|B0015S88Y6|B000P9B3NY|B001ET77SE,Do you have any suggestions for a toner that helps balance skin pH for an adult with sensitive skin?,0,"The user has a strong preference for deep cleansing and exfoliating products, as well as sun protection and skin toning solutions.",Do you have any suggestions for a toner that helps balance skin pH for an adult with sensitive skin?,1.0,toner that helps balance skin pH for an adult with sensitive skin,-0.9433085
B00KTLBDYM,"Curel Rough Skin Rescue, 13 Ounce","Curel Rough Skin Rescue lotion gently loosens flakes without irritation, allowing essential hydratio...",Body | Skin Care | Moisturizers | Lotions,25.08,,A1XFNGJ2BMGKAZ,B006WQBZ96|B00AE07IEM|B001FB5IDW|B008U2Y9BQ|B00B33Y2JI|B009GEUP6A|B003156NFW|B001JQLNFA|B0010A9RYO|B000UPXU2A,"Can you recommend a Body Skin Care Moisturizer Lotion, 13 Ounce, that is suitable for mature, sensitive skin with anti-aging benefits?",-1,The user shows a preference for products with SPF protection and those that offer specific treatments like lifting and wrinkle reduction.,"Can you recommend a Body Skin Care Moisturizer Lotion, 13 Ounce, that is suitable for mature, sensitive skin with anti-aging benefits?",1.0,"Body Skin Care Moisturizer Lotion, 13 Ounce, suitable for mature, sensitive skin with anti-aging benefits",-7.6066813
B005MJ3HNQ,Kao MEGURISM | Health Care | Steam Warm Eye Mask Rose x 14,"Kao Megurism Steam Eye Mask contains a steam-generating thermo pad, the mask provides comforting war...",Masks | Skin Care | Eyes,16.0,10091.0,A3PC5OSFLPHFBH,B0048NVVUS|B001UN3Y8Q|B004PS06V6|B000NYL3NQ,Do you have any suggestions for an eye mask that provides stress relief and relaxation after a long day?,3,"The user shows a preference for products that focus on youth activation and nourishment, as well as hair styling and smoothing treatments.",Do you have any suggestions for an eye mask that helps with stress relief and relaxation after a long day? I'm not sure about the specific using scene or required functions.,-1.0,,-7.4762406
B00G3HM9ZI,Profoot Pedi-Rock Flexible Callus Foot File,Callus file with easy-grip shape gently removes calluses and dry skin. Flex-soft material conforms t...,Nail Tools | Tools & Accessories | Foot Rasps,5.82,101091.0,A25NCR4LJ62EZN,B00GXZS5VW|B00DEXA0LY|B006WQBZ96|B00BB9WBC4|B001FWXJ4G|B005TI7L6O,Please suggest a foot file that is gentle for sensitive skin while effectively smoothing calluses.,2,"The user shows a preference for products that offer hydration, anti-wrinkle benefits, and relief for skin conditions such as eczema and sunburn.","Could you recommend a foot file that is gentle for sensitive skin while effectively smoothing calluses? Additionally, I would love suggestions for a hydrating moisturizer and a nourishing foot cream to complement this foot file.",3.0,foot file that is gentle for sensitive skin while effectively smoothing calluses|hydrating moisturizer|nourishing foot cream,-10.150784
B001BLRYMO,"Conair Compact Hairsetter, Blue",Compact plastic hairsetter,Hair Rollers | Styling Tools | Hair Care,15.27,912.0,A2XKXT2NXVLFY2,B003N72YNS|B000OGPXGG|B002WTC384|B001G5JL26,Please suggest a hair roller set that is ideal for creating heat-free curls overnight.,1,"The user shows a strong preference for moisturizing and nourishing hair care products, as well as eye makeup.",Please suggest a set of products that is ideal for creating heat-free curls overnight.,-1.0,,-10.195662
B000C1Z4AI,Heaven Sent By Dana For Women. Eau De Parfum Spray 3.4 Ounces,Introduced in 1936. Fragrance notes: a classic scent of aromatic woods and oriental spices. Recommen...,Eau de Parfum | Fragrance | Women's,15.76,11028.0,A201HVME20DUW0,B000H88QOM|B005XR49V6|B002MZU5Z6|B00AQ8JY3U|B00477RFM8,"Do you have any suggestions for an Eau de Parfum Spray for Women, 3.4 Ounces, that complements a strong interest in hair care and styling products?",-1,"The user shows a preference for products that offer heat protection, nourishment, and color treatment for hair.","Do you have any suggestions for an Eau de Parfum Spray for Women, 3.4 Ounces, that complements a strong interest in hair care and styling products?",1.0,"Eau de Parfum Spray for Women, 3.4 Ounces",-7.3214827
B00B9H3E4C,"Life-Flo Magnesium Body Gel, 16 Ounce",Magnesium gel is a highly concentrated gel of pure magnesium chloride mined deep under the earth&#x2...,Body | Creams | Skin Care | Moisturizers,15.04,69843.0,A9ARVDAUZEHDM,B00CWM0CA2|B004L81VXW|B0026RCMAG|B000NQ0UI8,I'm after a body gel that provides intense hydration for dry skin relief.,2,"The user has a strong preference for natural and chemical-free products, particularly those related to skin care and hair coloring.","I'm after a body gel that provides intense hydration for dry skin relief. Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this body gel.",3.0,body gel that provides intense hydration for dry skin relief|hydrating moisturizer|nourishing face mask,-8.788351
B001KYPZ8M,L'Oreal Telescopic Precision Liquid Eyeliner 835 Carbon Black,Buy L'Oreal Eyeliners - L'Oreal Telescopic Precision Liquid Eyeliner 835 Carbon Black. How-to-Use: S...,Makeup | Eyes | Eyeliner,9.99,148863.0,A31IQQOPB1DPWY,B00FOANK58|B00GLXS3BS|B00C89Z0EC|B003ZS6OMC,What would be the best eyeliner for achieving a bold look that lasts all day?,1,"The user shows a unique preference for themed makeup products, specifically those related to Disney Villains, indicating an interest in novelty or collectible beauty items.",What would be the best set of products for achieving a bold look that lasts all day?,-1.0,,-1.6402389
B00J5KDCO2,"EltaMd Uv Daily Broad-Spectrum Tinted, 1.7 Fluid Ounce",EltaMD UV Daily Broad-Spectrum SPF 40 Moisturizing Facial Sunscreen is ideal for daily use on normal...,Creams & Moisturizers | Skin Care | Face,21.97,1109.0,A3QNV9LUNM589P,B0081NLUC0|B00I0AFM0K|B002BWPXH0|B004D281CK|B0016MJSNQ|B000VULBWK|B000BFM37M|B0006I8YW2|B001G1ZXSQ|B0027TSO5A|B008HBMRRS|B00BIP70AY|B00E172A8S|B003U4LGV0|B000052YMR|B0000CC64W|B00028M3N2|B000P8DLF8|B000YJ2SLG|B0012RUL40|B0018L6V6C|B001EJOPXE|B005VOZDUC|B00880WJ8U|B00C7DYBX0|B001KYRMBU|B001KYS87M|B002DPUY4W|B002L6NZ6C|B004VMGTY4|B007WGNF7U|B0079KDS8U|B0010V37DA|B0010V5MSI|B003BQJ4SE|B003XUROK8|B004EAWKO6|B009JF6YDO|B0006ZHK7A|B002GOXELA|B004IP8JEM|B0080MGE6Y|B0080MGH5M|B0020MM7B6|B003H8180I|B004OG90X4|B005G9LPAY|B00474JA2Y|B004GDH4JC|B007L0NORI|B00A5L3XBW|B000C20ZG0|B005ENTZ22|B006WOF3NW|B007RI1BUQ|B00A3DITCU|B001MA5VUQ|B00C8FVY3M|B00CN9N6EI|B00068CG3U|B004UTER6U|B00C8FVXQA|B00014GVHQ|B0017REB3C|B0037LEJBU|B004MAWJLM|B00685GD70|B000UWH3SU|B0087PMB8E|B000PHUKEE|B004VT1RYE|B008KIWM7I|B003SZ6DUK|B0006NYEUI|B000K8CQ6I|B001G7PWI6|B002FR8SDC|B003FXE6VI|B007SMEHZM|B000GHYVDO|B000C1UEAI|B0006NZI5S|B003BQL1C6|B005VTHTI6|B0077RAHW0|B000I9S3AC|B003HFFRFI|B004ESZH0W|B002MSN3QQ|B000M4ZIQA|B002N3XHTI|B0043UR9O8|B004GFC43G|B004WWS3UQ|B0009YDOKU|B00BTKVRXO|B000SMMNE6|B0015KFWIO|B000HOXYPC,I'm looking for a face cream that provides intense hydration for dry skin.,1,"The user shows a preference for products with lavender and green tea scents, as well as those with SPF protection. There is also a notable interest in products that offer acne solutions and moisturizing benefits.",I'm looking for a set of products that provide intense hydration for dry skin.,-1.0,,-3.883751
B00873X86K,Aging Hippie Patchouli Aromatherapy Perfume Oil Roll On,Die hard patchouli lovers rejoice! Get back in the groove with patchouli ... that groovy earthy scen...,Women's | Fragrance | Essential Oils,9.95,79324.0,A34Y5NWYV9VM4X,B0079447KO|B001E762BO|B001E769DK|B001ET6WS0|B002LITTAQ|B005G39GX8,Please suggest a perfume oil roll-on that enhances mood and provides a natural fragrance.,3,"The user shows a preference for products with natural or soothing ingredients, such as chamomile, honey, hinoki, ginger, rose geranium, and citrus.",Could you recommend a perfume oil roll-on that boosts mood and has a natural scent? I'm not sure about the specific using scene or required functions.,-1.0,,-7.679578
B005RR0RRW,simplehuman moisturizing - liquid hand soap refill pouch,"CT1001   The optimum consistency for simplehuman soap pumps and sensor pumps, our lavender-scented, ...",Skin Care | Hands & Nails | Hand Soaps,19.99,54812.0,A1OYAKYIVT3179,B003V265QW|B00A99XF0Y|B004KU9PN4|B005GHP5UC,Could you recommend a liquid hand soap refill pouch that focuses on skin care for hands and nails?,-1,"The user shows a preference for products that include natural ingredients like argan oil and vitamin E, as well as those with specific scents such as lavender.",Could you recommend a liquid hand soap refill pouch that focuses on skin care for hands and nails?,1.0,liquid hand soap refill pouch that focuses on skin care for hands and nails,-3.899618
B000BC2QMC,"B4 - Ibiza Blonde Boar Round Brush with Extended Cork Handle, 18 Rows of Bristles",Product DescriptionReinforced blonde boar round brush for fine with extended cork handle,Brushes | Styling Tools | Hair Care,39.99,19655.0,A3700E17SVMY8H,B001FUMVWY|B00384A2IK|B007IAE5WY|B00AYLYETS,Could you recommend a round brush that enhances curl definition for someone with a focus on eco-friendly hair care?,3,"The user shows a preference for niche and specialized beauty products, such as Japanese beauty tools and natural ingredient-based treatments.",Could you recommend a round brush that enhances curl definition while being eco-friendly? I'm not sure about the specific using scene or required functions.,-1.0,,-4.840221
B0001BNU5A,"Aramis Eau de Toilette Spray, Concentrate, 3.7 Ounce","ARAMIS by Aramis for MEN EDT SPRAY 3.7 OZ Launched by the design house of Aramis in 1965, ARAMIS by ...",Eau de Toilette | Fragrance | Men's,40.99,91949.0,A34GZPHWYPSY2T,B000C20ZAQ|B000L6MJ9I|B00AHF1GK6|B00AE07CRA|B00AIQOKDY|B00A0J09GG|B000M86E3C,Can you recommend a men's fragrance that boosts confidence for professional settings?,1,"The user has a strong preference for Eau de Toilette fragrances and is interested in skin care products, particularly those related to hand care.",Can you recommend a set of men's fragrances that boost confidence for professional settings?,-1.0,,2.1042836
B00HNKRWX8,"Clear Scalp and Hair Intense Hydration Nourishing Mask, 6 Ounce","Resilient, beautiful hair starts with the right foundation. Clear scalp and hair has a dual-action f...",Hair Care | Conditioners,4.48,13128.0,A3S6TH7OGNG7PJ,B00BB8ZHJE|B00156C2GI|B001L433TO|B001W0OO3Q|B002L6NZ6C|B003FXG314|B006GQSS7O|B00CO9MFAS|B005XP4YNQ|B003V5574U|B004VPSA2K|B003KPIIKQ|B006UET5UG|B000I6N8AK,I need a hair conditioner that enhances hair health for someone who frequently uses eco-friendly products.,0,"The user shows a preference for products that enhance facial appearance, such as lip products and foundation primers, as well as skincare solutions that address specific concerns like acne and oily scalp.",I need a hair conditioner that enhances hair health for someone who frequently uses eco-friendly products.,1.0,hair conditioner that enhances hair health for someone who frequently uses eco-friendly products,-9.267481
B00HSNWXTI,"Caress Body Wash, Aqua Sparkle, 18 Ounce","Experience freshness like never before with caress aqua sparkle, infused with lilac blossom and aqua...",Bath & Body | Cleansers | Body Washes,6.0,39424.0,A3R7RE5O61M112,B0002Z8SZW|B00178HK52|B00AILKE6G|B00AWLB9G6|B006RFZ8C2|B00AE07GX0|B00AAJTDLI|B006L2137A|B0028K3J8K|B001LF4G44|B001OMI93S|B0000AN9LA,Could you recommend a body wash that offers a luxury spa experience for an adult female interested in personal care?,0,"The user shows a preference for products that offer anti-aging benefits, acne treatment, and hair styling solutions with anti-frizz and volume-enhancing properties.",Could you recommend a body wash that offers a luxury spa experience for an adult female interested in personal care?,1.0,body wash that offers a luxury spa experience for an adult female interested in personal care,-9.143968
B00IAC7VP2,Essie Nail Polish-Spin The Bottle 866,Essie Nail Polish Hide And Go Chic CollectionSpin The Bottle 0866 - Semi Nude SheerEssie Nail Polish...,Nails | Nail Polish | Makeup,5.87,16641.0,AY8XJN7R6ODYF,B002HDSPYG|B003UFPOKI|B003YJD6Y6|B003ZX32ZO|B00B1RTFPM|B005TNHQMS,What’s the best nail polish I can use for expressing my personal style at special occasions?,3,"The user shows a preference for organic and eco-friendly products, as well as items that offer specific benefits like waterproof or finishing properties.",What’s the best nail polish I can use for expressing my personal style at special occasions? I'm not sure about the specific using scene or required functions.,-1.0,,-3.205942
B000C1Z8MW,Michael Kors By Michael Kors For Women. Eau De Parfum Spray 1 Ounces,"Introduced in 2000. Fragrance notes: rich, deep florals, very sensuous. Recommended use: romantic.Wh...",Eau de Toilette | Women's | Fragrance,35.7,22309.0,A3BYZF3V1YY7OI,B001F51THW|B001MV5UWY|B001E95GQE|B00021E4YU,I'm after a fragrance that enhances mood and provides a refreshing aroma for daily wear.,0,"The user shows a preference for products related to facial skincare and cosmetics, particularly those involving cleansing and bronzing.",I'm after a fragrance that enhances mood and provides a refreshing aroma for daily wear.,1.0,fragrance that enhances mood and provides a refreshing aroma for daily wear,-5.8860574
B005XRTOYI,Pro Tan Unbelievably Black Extreme Tanning 25X Ultra Dark Bronzing Lotion 250ml,Extreme 25x Ultra Dark Bronzing Tanning Lotion Super Black Instant Bronzers Clear Bronzers Ultra Lig...,Skin Care | Self-Tanners & Bronzers | Sun,10.84,14086.0,A094518612CLF7FYM8D8X,B0081E6X2Q|B008LXAB5C|B00CHV3LNS|B000MUQFTI,I'm looking for a self-tanner that provides a natural glow while being safe for sensitive skin.,0,"The user shows a preference for products that focus on calming and anti-aging properties, as well as tools for makeup application.",I'm looking for a self-tanner that provides a natural glow while being safe for sensitive skin.,1.0,self-tanner that provides a natural glow while being safe for sensitive skin,-3.4489603
B00578Y7P4,Gelish pH Bond,Gelish pH Bond is used as a dehydrator prior to nail services.,Nail Tools | False Nails | Tools & Accessories,5.32,19821.0,A2EY3MSJ8E9OAA,B006HKE2TC|B0083QNBCM|B00BCBSJG8|B00CNXKLA6|B00FV9EAII|B004DFL4TO,"Could you suggest nail tools and accessories, specifically false nails and Gelish pH Bond, for a young adult female interested in nail care and nail art?",-1,"The user shows a preference for gel nail products and nail art tools, indicating an interest in creative and durable nail designs.","Could you suggest nail tools and accessories, specifically false nails and Gelish pH Bond, for a young adult female interested in nail care and nail art?",2.0,false nails|Gelish pH Bond,-10.196372
B007YQUSHS,Sensationail Invincible Gel Polish 71595 Espresso Bean,"NAIL COLOR | SENSATIONAIL COLOR GEL POLISH | UP TO 2 WEEKS OF DAZZLING, DAMAGE-PROOF WEAR. MUST USE ...",Nails | Nail Polish | Makeup,7.96,25510.0,A1KD0YU2NXAOVI,B008MCGKW0|B0092DUN6M|B009A0VMKI|B009A0VXT8|B00AMAWX8A|B00CG2LGL2|B00GXE7JP6|B008MCGJLC|B0092DUO2K|B009A0V9AQ|B00DWKRJ18|B00EE347EY|B00G99SSGO|B00G99SXIC|B00G99SYV8|B005PZ2PNK|B007BJ3KQ4|B00B1N6TSC|B001RMP7M6|B003VMZTCI|B00468KRH8|B00469CIMO|B004J6WCBQ|B0053ZA1ME|B00578Y7P4|B005JLLG8U|B008RS4LO8,What would be the best nail polish for expressing creativity through nail art?,0,"The user has a strong preference for 3D nail art decorations, particularly those featuring rhinestones, bows, and pearls. They also favor gel nail polishes and related accessories for nail care and design.",What would be the best nail polish for expressing creativity through nail art?,1.0,nail polish for expressing creativity through nail art,-9.454081
B003TXO7XQ,"L'Oreal Paris Telescopic Explosion Mascara, Black, 0.27-Fluid Ounce","Want lush, out-to-there lashes? Telescopic&#174; Explosion Mascara reaches 100% of lashes from every...",Makeup | Eyes | Mascara,4.69,88150.0,A26HSMME5ENSKM,B009P8WHJU|B00BQ5UXB4|B000AYSRO2|B001EWF2SI|B009UXXGJK|B00329L8TS|B004G3P7PK|B003A8CIW2,"I’m looking for a mascara, black, 0.27-fluid ounce that enhances my makeup routine as an adult female with a strong interest in beauty and personal care.",-1,"The user shows a preference for products that offer specific benefits such as firm hold in hairsprays, smoothing effects in hair creams, and intense color in mascaras.","I’m looking for a mascara, black, 0.27-fluid ounce that enhances my makeup routine as an adult female with a strong interest in beauty and personal care.",1.0,"mascara, black, 0.27-fluid ounce",-7.003186
B00CJZ0LIA,Fantasia Argan Oil Curl Styling Pudding,"Helps Hair Grow Longer And Stronger Provides Moisture And Soft Hold Anti-Frizz, Alcohol-Free Formula...","Creams, Gels & Lotions | Styling Products | Hair Care",13.12,133017.0,A3K9UZ895B0HIZ,B000A3XHHK|B004BCXAM8|B007S5052I|B003XKY57S|B00BEWW68C|B0094X6KBM|B00BOVOT8S|B000E9C1UY,Can you point me to a curl styling pudding that enhances curl definition for someone with naturally frizzy hair?,0,"The user shows a preference for products with natural ingredients, such as aloe vera and argan oil, and is interested in moisturizing and hydrating solutions.",Can you point me to a curl styling pudding that enhances curl definition for someone with naturally frizzy hair?,1.0,curl styling pudding that enhances curl definition for someone with naturally frizzy hair,-3.3018231
B000C1UFP2,Drakkar Noir By Guy Laroche For Men. Eau De Toilette Spray 3.4 Ounces,"Introduced in 1982. Fragrance notes: lavender, citrus, spicy berries and sandalwood. Recommended use...",Eau de Toilette | Fragrance | Men's,23.1,5974.0,A1HMXKPXP9A58V,B004WITU6Q|B0011FO67G|B004XMWBOY|B002NTAAII|B002SZGYU0|B003764W44|B0002CP1K0,I’m searching for a personal fragrance that offers a refreshing aroma suitable for casual occasions.,0,"The user shows a preference for high-quality, possibly luxury personal care items, as indicated by the selection of brands like Claus Porto and Guerlain.",I’m searching for a personal fragrance that offers a refreshing aroma suitable for casual occasions.,1.0,personal fragrance that offers a refreshing aroma suitable for casual occasions,-1.4156224
B0009X0TO0,"Prestige Waterproof Automatic Eyeliner, Expresso, 0.01 Ounce",Prestige cosmetics waterproof automatic eyeliner offers a unique swivel-up color application that re...,Eyeliner | Eyes | Makeup,6.99,32340.0,A1MKUJU431IMOG,B00127C83M|B0014AX89K|B000E3BZUW|B000EA0L5K|B0002JHI1I|B005MU0UYE|B004HPRAKC|B00557MWPE|B005UHS6C2|B003RSY1NE|B000PHZE7M|B004FQMRQ0,Can you recommend me an eyeliner that is suitable for sensitive skin?,2,"The user shows a preference for products that include natural ingredients such as aloe, pomegranate, and avocado. They also seem to favor products that offer moisturizing and anti-aging benefits.","Can you recommend me an eyeliner that is suitable for sensitive skin? Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this eyeliner.",3.0,eyeliner that is suitable for sensitive skin|hydrating moisturizer|nourishing face mask,4.009721
B0012KK48U,Bare Escentuals Glee Face Color Bare Minerals All Over Face Color by BareMinerals item # 26049 .02oz/.57g NEW SEALED,"If happiness were a color, it'd be Glee. Because this is how your skin looks when you're unwrapping ...",Blush | Face | Makeup,14.0,77409.0,A2YV8C846U6JWE,B008LDFU26|B00021VOKW|B000FFZ1KE|B002WTCDBG,"Do you have any suggestions for a blush, face makeup, 0.02oz/0.57g that would be ideal for a female adult with a strong interest in skincare and beauty products, particularly those related to facial care and makeup?",-1,"The user shows a preference for products that offer anti-aging benefits and sun protection, as well as those that enhance skin appearance with a shimmer or glow effect.","Do you have any suggestions for a blush, face makeup, 0.02oz/0.57g that would be ideal for a female adult with a strong interest in skincare and beauty products, particularly those related to facial care and makeup?",1.0,"blush, face makeup, 0.02oz/0.57g",-7.422318
B00CEX4SL8,Clear Plastic Cylinder Empty Bottles w/White Flip Disk Cap - 8 Ounce - Pack of 6,The clear PET cylinders are available in two convenient sizes: 4 ounce and 8 ounce. These bottles ar...,Refillable Containers | Bags & Cases | Tools & Accessories,,134285.0,AV2JR4DFN550Z,B002AQX3NS|B000BPMB2Y|B000OYJ9AO|B00867JZNC|B002XQ1YFO|B002PBCABY,"I need refillable 8-ounce clear plastic cylinder bottles with white flip disk caps, pack of 6, that are perfect for storing my homemade skincare products and organizing my beauty routine.",-1,"The user shows a unique preference for waterproof and long-lasting makeup products, as well as sulfate-free hair care treatments.","I need refillable 8-ounce clear plastic cylinder bottles with white flip disk caps, pack of 6, that are perfect for storing my homemade skincare products and organizing my beauty routine.",1.0,"refillable 8-ounce clear plastic cylinder bottles with white flip disk caps, pack of 6",-10.196812
B000PI3BS0,"Carol's Daughter, Mimosa Hair Honey, 8-Ounce",Water-Free hairdress to control frizz and add shine to relaxed and natural hair.,"Creams, Gels & Lotions | Styling Products | Hair Care",17.0,26702.0,A1VVM4SLVUEM5F,B0029L1LI8|B0037LKYGE|B0000YUX4O|B000GDA06A|B000GDC4IC|B00641UCY8,"Can you recommend me a styling hair cream, gel, or lotion in an 8-ounce size that offers sun protection and cleansing benefits for an adult interested in skincare and hair care?",-1,The user shows a preference for products with environmental protection features and natural ingredients like coconut.,"Can you recommend me a styling hair cream, gel, or lotion in an 8-ounce size that offers sun protection and cleansing benefits for an adult interested in skincare and hair care?",3.0,styling hair cream|gel|lotion,-5.4856925
B004DBU9QW,"Caress Body Wash, Scarlet Blossom, 18-Ounce (Pack of 2)",Want to be enchanting without a spoken word?  Caress Scarlet Blossom - a finely fragranced body wash...,Bath & Body | Cleansers | Body Washes,10.62,150345.0,A1LACXNPRVT4R7,B00A0IWSN4|B00B9FSLHY|B0000531SW|B0039XT498|B001EUS8G8|B001F51TR2|B002JDUMFO|B0043OYFKU,I'm after a body wash that provides a luxury spa experience for someone who loves skincare rituals.,3,"The user shows a particular interest in products that focus on makeup removal, line-minimizing, and pore detoxification.",I'm looking for a body wash that offers a luxurious experience for someone who enjoys skincare rituals. I'm not sure about the specific using scene or required functions.,-1.0,,-9.993288
B0000632EN,"Aveeno Positively Radiant Skin Brightening Daily Scrub, 5 Ounce","This daily facial scrub helps improve skin tone, texture and clarity to reveal brighter, more radian...",Creams & Moisturizers | Skin Care | Face | Lotions | Fluids & Lotions,6.63,,A391GICRSYN329,B002RDBL7Y|B0056A1ADA|B00023KCLC|B005KSVMBS|B005LN5H5E|B006QV3IJC|B006QV49XQ|B009VD4LC0,Could you suggest a daily scrub that fits my need for a gentle exfoliator suitable for sensitive skin?,4,The user shows a preference for products that focus on hydration and anti-aging benefits.,Could you suggest a daily scrub that fits my need for a gentle exfoliator suitable for sensitive skin?,1.0,daily scrub that fits my need for a gentle exfoliator suitable for sensitive skin,-7.4755955
B000143AY8,Fran Wilson Yellow Mood Matcher,The original MoodMatcher Lip Care Stick with SPF 6 combines Long Lasting 12 Hour Lip Color with the ...,Makeup | Lips | Lipstick,5.25,61915.0,A14ZZK2AUCUB4L,B0026WQW2A|B000C1UEAI|B00ADCI7RS|B00469V5QO|B004DIXYUI,Can you help me choose a lipstick that boosts confidence for special occasions?,1,"The user shows a preference for products with specific scents, such as green tea and lavender, and may favor items that offer skincare benefits, like goat milk soap.",Can you help me choose a set of products that boosts confidence for special occasions?,-1.0,,10.30722
B000R87B1Q,Conair Hot Roller Super Clips,Easy to use super clips,Styling Accessories | Clips | Styling Tools | Hair Care,6.99,880.0,A31VOXD0WKZ2ZL,B000WNLFBI|B004VLLXV4|B003C268NQ|B007WR959Q|B004X1YSIW|B005H42LV0,Can you show me a hair styling accessory that helps with curl definition for someone with naturally wavy hair?,1,"The user shows a unique preference for multi-functional products, such as those that combine shampoo, shower gel, and bubble bath, as well as products with specific scents like 'Red Velvet' and 'Pink Frosted Animal Cracker.'",Can you show me a set of hair styling accessories that helps with curl definition for someone with naturally wavy hair?,-1.0,,-1.3628544
B0055E61KY,Harmony Gelish Uv Soak Off Gel Polish -Black Shadow (0.5 Oz),"This color gel is conveniently designed by ""Gelish by Harmony"" with a twist cap and applicator brush...",Nails | Nail Polish | Makeup,11.9,4694.0,A2ZBLJ9IT7DNXS,B005Q80W5E|B0084BPHY6|B00BNV7PHG|B003VMU63K|B004SSFE8S,Do you know any nail polish - 0.5 Oz that would work well for an adult female with a strong interest in nail care and nail art products?,-1,"The user shows a preference for professional-grade nail tools and vibrant gel polish colors, as well as decorative nail art elements like rhinestones.",Do you know any nail polish - 0.5 Oz that would work well for an adult female with a strong interest in nail care and nail art products?,1.0,nail polish - 0.5 Oz,-10.196772
B003BMJGL8,"Prestige Eyeliner, White, 0.04 Ounce",Easy one stroke application glides on smoothly without tugging or pulling.  the prestige classic kho...,Eyeliner | Eyes | Makeup,9.99,7719.0,A3OO8VHUGVNPY0,B003TU447I|B005SPEWLA|B0098XW9B8|B00188IFHS|B007BJ3KQ4,Could you suggest an eyeliner that is suitable for sensitive skin?,3,"The user shows a preference for products that enhance facial appearance, such as shimmer powders and eyeliners, and has an interest in hair styling accessories.",Could you suggest an eyeliner that works well for sensitive skin? I'm not sure about the specific using scene or required functions.,-1.0,,2.909503
