id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets
B00KF1CWF0,CSNY 1974,Rhino Records,67.13,4.5,AEPIXJO3XDPFUF3EBBDBXNOVQD4A,B000000H3W|B00PUB85EW|B000WC8DCI|B000AA4MBI|B06Y4BX6FS|B01AKWXOY6|B01C807M9G|B01KP8CSWE|B000040OJA,Could you recommend a nostalgic rock collection for a quiet evening of music appreciation?,0,"The user has a unique preference for music from South & Central America, especially Brazil.",Could you recommend a nostalgic rock collection for a quiet evening?,2.0,nostalgic rock collection|quiet evening
B00OTLFEUC,UTAH,Folk,11.28,4.8,AHVZCIJ2FWP2AG7FTMAJZIYJ3ZNQ,B00ODFKOJK|B0010VHXOE|B007MMS21S|B002CLKQVI|B006H4I6PO|B00005OAK9|B004USRLN2|B002HIV9U8|B00005S0MW|B001CISIA8|B00020QWZU|B000005RPW|B000FUF87A,Can you suggest a tune that would be perfect for a community gathering with a focus on storytelling?,0,"The user shows a preference for classic and progressive rock, as well as live recordings and collections of rare or obscure tracks.",Can you suggest a tune that would be perfect for a community gathering focused on storytelling?,1.0,community gathering focused on storytelling
B0013HWQU6,Outlaw Country,Classic Rock | Southern Rock,5.0,4.6,AEYADWTXSLFQF4D4GFSCRZ3S4R4Q,B00AF1H7DC|B000069KE0|B01IOAAZSE|B01JQUBMZ6|B00DUE8IYI|B0018LMZO4|B0012GMWTS|B000GH3CWA|B00IQE4NUK|B0000062Y2,I'm looking for music that captures the spirit of a nostalgic road trip through the South.,3,"The user shows a unique preference for album-oriented rock and enjoys exploring music deals, indicating a keen interest in discovering new music at a good value.",I'm looking for music that captures a nostalgic vibe. I'm not sure about the specific listening scene.,-1.0,
B006KENZ8Y,Playlist: The Very Best of Montgomery Gentry,Country | Today's Country,19.78,4.8,AFMYEKKQIRM5QBGTISZMAV4JQ3MQ,B008MT9O7Q|B0034GK7DM|B00D9W9FD4|B000002WTE,What collection of top tracks from Montgomery Gentry should I go for to enjoy the essence of contemporary country music?,-1,"The user shows a preference for music collections and deals, particularly in the country and blues genres, with a focus on affordable pricing.",What collection of top tracks from Montgomery Gentry should I go for to enjoy contemporary country music?,1.0,collection of top tracks from Montgomery Gentry
B00000348H,King Of The Surf Guitar: The Best Of Dick Dale & His Del-Tones,Surf Rock | Oldies & Retro | Rock,12.61,4.6,AHXLN3H3ROYUGYYGORYC57JNBIOA,B000QGE75M|B000002X3V|B00028HOP4|B00005MNP5|B000005J56,Do you have any Surf Rock collections featuring Dick Dale & His Del-Tones? I'm particularly interested in retro music that complements my love for Country and Rockabilly.,-1,"The user has a unique preference for music that includes elements of Oldies & Retro, suggesting an appreciation for classic or vintage styles.","Surf Rock collections featuring Dick Dale & His Del-Tones, retro music, Country, Rockabilly.",4.0,Surf Rock collections featuring Dick Dale & His Del-Tones|retro music|Country|Rockabilly
B07S28WD8V,Thoughts and Prayers,Alternative Rock | Indie & Alternative,13.7,4.8,AHR2HXPULSH7ZKFHTDSM5GIRLZAQ,B07QVNKMYS|B00KYJHL4A|B06XRZZR5X|B00SBAVEU6|B00006BXHX|B000006FCQ|B00004NHAB|B01DKTOM1A|B01AJFWMKQ|B00005N82Q|B000008UOM|B000YNFXUU|B00N1C74CQ|B000003BVT|B00CFYD4P2|B003MMMCOU,Can you recommend me a track for a reflective late-night drive?,3,"The user has a unique preference for live performances and albums with explicit lyrics, indicating a taste for raw and authentic music experiences.",Can you recommend me a track for a drive? I'm not sure about the specific listening scene.,-1.0,
B01H2RE79S,Southern Native,Pop,10.45,4.4,AEQ7ZOWTMTGQ7BSF423B5RWM6D6Q,B0002NUTSI|B0002858ZM|B00009TKYL|B007WFR13U|B0131W0QXO|B000KJTF2K|B007IH648K|B011C4XBO4,Could you recommend a tune for a lively dance party that blends modern vibes with traditional Southern Native elements?,0,The user shows a unique preference for Album-Oriented Rock (AOR) and is interested in curated collections like 'Greatest Hits' and 'Millennium Collection'.,Could you recommend a tune for a lively dance party that blends modern vibes with traditional Southern Native elements?,2.0,lively dance party|blends modern vibes with traditional Southern Native elements
B00004SSE9,Rhythm of Juan D'Arienzo,Classic Big Band | Swing Jazz | Jazz,,4.2,AEWSQI2KLGWI6FCN2NFLPNLYTIVQ,B000BTCIPK|B000GW8R2K|B0000TANDU|B00000AXJK|B000000ZF4,Could you recommend a music piece that fits a culturally rich dance party for adults?,3,"The user has a unique preference for music from Argentina and enjoys genres such as Tango, Vals, Milonga, and Acid Jazz.",Could you recommend a music piece that fits a dance party? I'm not sure about the specific listening scene.,-1.0,
B08XTS2HW1,Wolves,Rock,15.98,4.7,AG7QOFFA6CBUB35T7ZASNI257APQ,B0973YWK5F|B07FSN79RY|B000000OU2|B0B2KWVQWQ|B09ZJ53FLQ|B0B51HHL23|B0B83SZ37N|B0B79P6G5Z|B091G4KNRF|B0B7F7XXM9|B09C2PN899|B01LTHLYAC|B083XSHZ92|B08NDXG27Z|B0000088DC|B08CJP5JGT|B074BKFN3N|B0012GMXWY|B08S546G7N|B07CCZYG79|B08M255VW4|B08225FGPS|B08J5GD66B|B08M8RJBY2|B08QLFWQBR|B005FQNISA|B06Y641268|B06ZZQNL71|B06Y6K1VJ8|B000000P0T|B081WRYKL4|B0713M37SZ,Can you recommend a track that captures the energy of youth culture for a nostalgic vinyl listening session?,0,"The user shows a unique preference for limited edition and remixed versions of albums, as well as live and acoustic performances.",Can you recommend a track that captures the energy of youth culture for a nostalgic vinyl listening session?,2.0,energy of youth culture|nostalgic vinyl listening session
B006TZBGBW,The Complete Albums Collection,Pop,,4.9,AHREOUUQQYYLUDNGVQZKJD2DKTRQ,B084Z2C87B|B0914JC9RR|B08LNFVLYF|B08TZ9LXPG|B075H15H6Q|B0000ALFZR|B000MTOSIE|B00R244DBE|B015K0NA0Q|B017OOZG9O|B000FQWGA6|B07574F6LS|B072ZCXN5H|B075LZY2KM|B073W74CKR|B06XRZSCM9|B07377SQTZ|B00NAXEB3Q|B00H9GJPVS|B00DX5WKT8|B015OLJTM4|B002A4Q5YO|B00T724TLS|B019HVNKTU|B000005R98|B00NJ1MRN0|B004TF3SNI|B003XKB0K8|B01BPIQB12|B01BVEGLGU|B00KH6IS1U|B00Z1EO4PC|B014S08OBO|B018RZ7TJO|B016DHJ8XS|B002HR1X6E|B004N5IGE0|B005IYGQGA|B0106438F8|B00H3UKZ6E|B00PD9MVGE|B00BQI42JU|B000008HPD|B000OYC1J0|B00JKJRGM2|B00JPV5GFY|B000002N8T|B001NW8E16|B003ODL3RY,I need something like a playlist that’s good for a lively dance party.,0,"The user shows a unique preference for anniversary editions and deluxe editions of albums, indicating a possible interest in collector's items or special releases.",I need something like a playlist that’s good for a dance party.,1.0,playlist that’s good for a dance party
B000077SX4,The Point!,Folk | Today's Deals in Music | Contemporary Folk | CDs $7 - $10,7.98,4.8,AEA5BH2WFZ67TEVCLHFRAYG4YOAQ,B01CSMD3MO|B000EQ47GS|B0875ZTFT5|B07N27PS5X|B00197U0DU|B003O5MO3Y|B00ZWMT2MS|B00HO07548|B01IDSGCPW|B01L22Y8YI|B00CIOG4P6|B00I4583VQ|B0002IQB4Y|B013R9LE1Y|B00QR7ZLV8|B00QR7ZLYA|B00NAYYSS8|B00EG0MVMA|B0000001PX|B002985NJO|B008PPUMYQ|B000008C0Y|B008I34ZQG,Do you know any music that would work well for a nostalgic gift option?,1,"The user has a unique preference for classic and progressive rock albums, often favoring remixed or expanded editions of classic albums.",Do you know any music that would work well for a nostalgic gift? Please recommend me some different styles of music.,-1.0,
B003EH3IZ0,Coat of Arms,Metal | Pop Metal,11.36,4.8,AEW6IUVNAIPTL4ZOGUT5DSM4AHFQ,B07R9HX3KZ|B01GUBRPB4|B008K9SG9K|B000NTPEBS|B00019RDRI|B00L5SFSN0|B000006H7G|B00FGWTOBI,What’s the best music I can use for an energetic workout that also fuels my artistic inspiration?,1,"The user has a unique preference for music that combines elements of pop and metal, as well as a liking for thematic or concept albums, such as those celebrating space exploration.",What’s the best music I can use for an energetic workout? Please recommend me some different styles of music.,-1.0,
B00062P5MU,Impressions On Chopin's Nocturnes,Classical,20.77,4.3,AESBCJUYWGD7WN3YW4565BREXSVQ,B000002ARB|B0038M61JQ|B009A87X80|B0000014DQ|B0000AUHQQ|B00000FXOH|B003Z0BSU8|B004IN75E4|B00000BIIS|B0000014FY|B00005LKBX|B002H0W6MG|B000003D4A|B00AP0KECO|B000H9I10K|B000002X5S|B004ZN8MH6|B000004BHS|B001MIG21A|B00WFKXPKK|B000P6R8EU|B00K613YAG|B000004885|B0000262WI|B003K7TN6C|B00000IJMM|B000008B67|B0001MAKLG|B0000038IV|B0009Q0ENI|B000058B1X|B0002M5T9S|B0002O37RM|B000002V10|B000003JM0|B008R3EYWM|B003W77TX4|B01HCR8QWW|B07VBH4PMQ|B00000I0XB|B000003CUP|B004UB2WAQ|B000040OUE|B00001ZWVM|B07C9QR82Q|B002HWUU4A|B000KP62HK|B001FQHQLE|B000H7JD1I|B0002ZDW1W|B000001ME8|B0000012HF|B000002AX4|B07F9D1LRX|B0000014FB|B003I4EJM0|B001E1BOBI|B075T8QLQR|B0001JXQC4|B000003OXU|B0002XDOFS|B00005K2A7|B000003D4J|B00000AEV0|B07169MGWH|B00000DQGV|B00000I9CF|B00001SVLP|B00004XMZX|B000003DEE|B000003CWI|B000JCDS08|B00005Y443|B00000143H|B06W2M98JW|B00000K2LP|B000005L7R|B0000038J2|B0057LZQCO|B0000025MZ|B000000PK1|B000002J10|B000046S1F|B00005U4W4|B00000AGFO|B0000013MJ|B00000FY9B|B0013GN4I0|B000008BV4|B000003OZ4|B0010WF4TY|B005NEJM02|B01B5GAVI8|B00000I41G|B00000IFTK|B07J35TBQ4|B000A3DG5S|B000003DDL|B01C5UNE1O|B000003D4Q|B001QVCETW|B00WYMCG8G|B00005K8RT|B000005P0C|B07DS2JCDL|B00000058E|B00000IXK9|B00005A0RI|B00007J4US|B00006J3VB|B004V9J2XC|B0007GAESK|B000003D4Z|B000000YZG|B00I9BU4US|B000002RU9|B0000034QG|B0000041ZT|B000002A5A|B0000024QO|B0000006QQ|B01FUYC8ZA|B00002CF46|B00000142W|B00000DQS9|B000003DE5|B00VW67176|B00001O330|B000063DIO|B01BZHSZ6C|B01MR5V165|B000GNOSH2|B006HH5YQK|B000003D3Y|B00029R6W4|B000009NPM|B000003OZ9|B000006MR4|B000BC8SQ0|B00005BC6D|B000006OHD|B0038QGXHW|B00029RTFS|B00027WMXY|B000042ODP|B0001XAPR4|B00004YBZM|B000008B20|B00069FJZG|B00000IN4H|B0000024QM|B0026MF4F6|B0000508UM|B0000046L7|B000002673|B00000149D|B00005RGNI,I'm after a CD that works best for a quiet evening of meditation.,0,"The user shows a particular interest in bebop, a style of jazz, and may be inclined towards exploring music that is part of special deals or promotions.",I'm after a CD that works best for a quiet evening of meditation.,1.0,quiet evening of meditation
B09GHN8Y43,The Willie Nelson Family,Country,11.04,4.7,AGNVHBC5CGETL2F67JDD5XB6WAQQ,B00M8U883Q|B08HRV32LB|B000YQ88MM|B08HGPZ1Q4|B07ZWBMD3D|B07SQTM2JL|B07T2GN9MH|B01LYV9CQP|B00IFFK5O8|B073LZD7PH|B000002KNL|B07745BP7M|B075QTPXJR|B01MQJN4CI|B01N7IXSG8|B00J49JAHW|B000000XYV|B000002P4B|B07419YHVQ|B06X3W659N|B072N9G1DS|B000PLCMR8|B01NBZ59J6|B007ZRZWOA|B01N3B8VEQ|B01E76AGX8|B01A9U6F90|B073GNRY6V|B00006BXM1|B00006BXDZ|B07CXC31NV|B00BMEF8KK|B079JCLNZM|B079NCCK2S|B01MYGN8SQ|B0000004EI|B071JW9SYW|B078FFX7YK|B071V86J61|B077TZX4FP|B015J35W6O|B06XWL3FDJ|B079PDLQV5|B07CCZX8NM|B00NGXHMHM|B01IO7OHTU|B000002RJM|B01CQ2RTYY|B004V9J1AQ|B00GKOPPWS|B00C6XCNBS|B00LG7GJ9M|B0096UEBZU|B00IYVO7QA,Do you know any music that would work well for a lively afternoon gathering with friends?,0,"The user shows a unique preference for live performances and archival music collections, indicating an appreciation for historical and rare recordings.",Do you know any music that would work well for a lively afternoon gathering with friends?,1.0,lively afternoon gathering with friends
B000AE9OQW,Don't Lie Pt 2,Rap & Hip-Hop | Experimental Rap,7.98,4.2,AFUDKQOVWNNWAF3VCO2LOASWIK6A,B000A0XSTU|B0009NDK5A|B000A7PP58|B0007GAERG,What is the best Experimental Rap and Hip-Hop track with innovative and unique elements for someone who loves Rap & Hip-Hop and Pop music?,-1,The user shows a unique preference for music that includes explicit lyrics and themes associated with Gangsta & Hardcore styles.,What is the best Experimental Rap and Hip-Hop track with innovative and unique elements?,1.0,Experimental Rap and Hip-Hop track with innovative and unique elements
B0B1VMJSK2,Lightnin Strikes / All His Chart Hits / Stereo Collection,Rock,26.98,4.5,AEXRLOAJACM3PTMHDS4BEXY27YYQ,B00AKMWZMO|B000002O81|B00006AG5N|B000002K9Y|B000001F32|B00000AFY7|B00LCL9I18|B00000FC5H|B002NACY22|B0006TPE8S|B00005A7XC|B000001FDK|B00005YW4N|B000001M2I|B0002WZT4S|B001NESP54|B000EE5KI4|B00001W0GR|B000003HBF,Can you show me a rock music collection featuring Lightnin Strikes and all his chart hits in stereo?,-1,"The user shows a unique preference for Doo Wop and Broadway & Vocalists, indicating a fondness for vocal harmony and theatrical music styles.",Rock music collection featuring Lightnin Strikes and all his chart hits in stereo.,2.0,Rock music collection|Lightnin Strikes and all his chart hits in stereo
B000002BN3,Evolution,Album-Oriented Rock (AOR) | CDs $7 - $10 | Classic Rock | Today's Deals in Music,13.77,4.8,AGF3WK73FVLGL2D4VB52ASMHZ3XQ,B00008BXJG|B000069HJN|B0000256KK|B00008CLOA|B000000OF6|B000002U82|B000002H22|B000002U8G|B000002OX7,What classic rock CD do you recommend that's priced between $7 and $10 in today's music deals? I'm particularly interested in Album-Oriented Rock.,-1,The user has a unique preference for album-oriented rock and enjoys remastered versions of classic albums.,What classic rock CD do you recommend priced between $7 and $10? I'm interested in Album-Oriented Rock.,2.0,classic rock CD|Album-Oriented Rock
B0007WBDXO,Greatest Hits,Vocal Blues | Blues,9.99,4.5,AFC2ZB7NPZQRNH7VLCEZW6EGJO5A,B0012GMYEG|B00004XQ83|B000002OZ9|B00004UEIY,Could you help me find a Greatest Hits album featuring Vocal Blues and Blues music?,-1,"The user shows a unique preference for budget-friendly music options, as indicated by interest in 'CDs Under $7'. They also have a specific interest in vocal jazz.",Greatest Hits album featuring Vocal Blues and Blues music.,2.0,Greatest Hits album|Vocal Blues and Blues music
B000001HHU,Piano Man! His Greatest Recordings,Classic Big Band | Swing Jazz | Jazz,20.0,4.6,AGOA2AJGI7XVXKZI63LHDYRMZVBA,B0000017DB|B00004NRVW|B000001HHQ|B000003HLL,I'm interested in a music collection that can help me relive the golden era of jazz for a nostalgic evening.,3,"The user has a unique preference for New Orleans Jazz, indicating an interest in music with cultural and historical roots.",I'm interested in a music collection that can help me relive the golden era of jazz for a nostalgic evening. I'm not sure about the specific listening scene.,-1.0,
B017RTMTLE,Complete Recordings + 2 Bonus Tracks,Jazz,26.21,4.7,AHMGJRADF7H4N5B52DV3UQJ4IUGQ,B01B5GAVI8|B0012GN1R0|B01AXAU1KU|B00BGETKSC|B003O5MO3E|B000002AGN|B0012GMY3M|B0012GMVZ8,"Could you suggest a jazz album with complete recordings and bonus tracks, particularly focusing on cool jazz?",-1,"The user shows a preference for music associated with the Verve Music Group and is interested in exploring jazz music from different cultural perspectives, as indicated by their interest in 'Jazz Impressions' albums.","Jazz album with complete recordings, bonus tracks, cool jazz.",3.0,Jazz album|complete recordings|bonus tracks
B000AADYYO,Ghost Reveries,International Music | Europe | Scandinavia | Sweden,11.03,4.9,AEUDM5N7KBNNL5GCSH2PJRBRRJVQ,B00KQ5RCA0|B0018CWWFK|B01IR87JPK|B01N7RL5AH|B004D5BMPA|B00GZPIKW4|B00BTHWFEC|B0000017CA,Do you have any suggestions for a music track that would be good for a cultural exchange event with a diverse audience?,1,"The user shows a unique preference for music that combines pop and metal elements, as well as an interest in international music and indie & alternative genres.",Do you have any suggestions for a music track that would be good for a cultural exchange event? Please recommend me some different styles of music.,-1.0,
B09CRLTVK2,Lost Tapes,Electronica | Dance & Electronic,13.98,4.7,AEMIWAJE4YUTTUDGABZGUFNQPW3A,B01N33GY0D|B00O5HX3AS|B00D6OIXLK|B000IB0ELG|B000024B3Z,I need something like a track that’s perfect for a father-daughter dance at a wedding.,3,The user shows a unique preference for Electronica and Trance music styles.,I need something like a track that’s great for a special dance at a wedding. I'm not sure about the specific listening scene.,-1.0,
B003O5MO2A,On Your Feet Or On Your Knees,Hard Rock | Rock,7.98,4.7,AEQW6OLTUKJMUWM2U4AV5P23XMDQ,B00HYFKJPU|B005MAHX9O|B0012GMVL2|B0012GMWWA,I'm interested in a music album that can help me boost my energy during intense workouts.,1,"The user has a unique preference for 'Outlaw Country' music, which suggests an interest in a subgenre of country music that is characterized by its rebellious themes.",I'm interested in a music album that can help me boost my energy during workouts. Please recommend me some different styles of music.,-1.0,
B07DL8NKYN,Silver & Stone,Country,16.98,4.8,AHCWLXXDKSI4FSRXOFIU6XTZCBOA,B01BP4WDWM|B0000072DY|B0056EB9SM|B00LOCLBMO|B00CCEHS48|B00CRL57IA,Can you suggest a tune that's perfect for a lively backyard gathering?,0,"The user shows a preference for live and acoustic music experiences, as indicated by their interest in albums like 'Mountain Live: The Road Goes Ever On' and 'Not So Loud: An Acoustic Evening.'",Can you suggest a tune that's perfect for a lively backyard gathering?,1.0,lively backyard gathering
B098GSP76S,Country Funk Vol. 3 1975-1982,Folk,27.78,4.4,AE4FRMIX4N3NBWS6R6TJO5NPJSRQ,B0000058U7|B00IOBHLDQ|B000LZPGKS|B00E5XLZM0|B003L35P0I|B0014Z3OEE|B0002ZBSJ0|B000005IU2,I'm after a music compilation that works best for a lively community gathering with a touch of country funk.,0,"The user shows a unique preference for music that blends elements of Indie Rock with Hardcore & Punk influences, suggesting a taste for energetic and unconventional sounds.",I'm after a music compilation that works best for a lively community gathering with a touch of country funk.,2.0,lively community gathering|touch of country funk
B096CXLRXW,Foreign Affair,Classic R&B | R&B,36.99,4.8,AFMX6VOARXWTLA7G52CULYKBBKJQ,B002LCOQNW|B000232W38|B06XC9ZTDS|B00WJ2MP3C|B000006Q62|B000VS6OT2|B000VAHR4G|B000VAQWWO|B00094AT2Q|B00096S3I6|B0009MAO8W|B000640PL4,"What R&B track do you recommend that focuses on traditional elements and style for someone who enjoys Pop, Traditional Pop, Oldies, and R&B?",-1,"The user shows a unique preference for music that has a nostalgic or classic feel, as indicated by their interest in albums like 'Private Dancer 30th Anniversary Issue' and 'Classic Moments.' They also enjoy music associated with iconic artists and performances, such as 'An Evening With Lena Horne [DVD].'",What R&B track do you recommend that focuses on traditional elements and style?,1.0,traditional elements and style
B084CS7T6G,Made of Rain,Indie & Alternative | Alternative Rock,13.45,4.7,AGOIRGNJHAFUEW354JSVOYFJKROQ,B00ZG3VBKY|B000001JMC|B003UDBSW8|B000008IJP|B000001JQ0|B001FTW97C|B0012IXBPA,Can you help me choose a playlist for a late-night drive that feels nostalgic and intense?,1,"The user shows a distinct preference for music that blends elements of indie rock with goth and industrial influences, indicating a taste for darker, more experimental sounds.",Can you help me choose a playlist for a late-night drive that feels nostalgic? Please recommend me some different styles of music.,-1.0,
B07HFYZY7D,The Beatles The White Album,Classic Rock,184.12,4.8,AHUN4YPYMBWXJOWENMLFKVCDI2HQ,B07J3691L6|B07VLMMG28|B0006VF6GQ|B01JGQIPBY|B000059ZLH|B018H6M7CW|B00153INC8|B000002KFV|B00022LOTM|B0131KAIS4|B00L22BHYI,Can you show me an album that works for a nostalgic gathering with friends?,0,The user shows a unique preference for progressive rock and deluxe or special edition music collections.,Can you show me an album that works for a nostalgic gathering?,1.0,nostalgic gathering
B08T5SGFJT,Unoriginal Artists,Rock,13.29,4.7,AEV6UAQP52WLJMTJR2ZHFGARI53Q,B01KN8E15S|B08GLP2QBF|B07TKNGH9S|B08BR89R6H|B083XX499N|B07RWLDCFN|B07MWXQ4CP|B071S3HR74|B01N5YC3MU,Could you suggest any Rock music by Unoriginal Artists that aligns with my interest in Indie & Alternative and Alternative Rock genres?,-1,"The user shows a preference for music that is not mainstream, as indicated by their interest in Indie & Alternative genres. They also appreciate music that comes with AutoRip, suggesting a preference for digital access to their purchases.",Could you suggest any Rock music by Unoriginal Artists that aligns with Indie & Alternative and Alternative Rock genres?,2.0,Indie & Alternative|Alternative Rock
B00JKGYSAI,x,Pop,13.47,4.7,AERTGDFWVSYXLKT4K2477LTPBHRQ,B00AOAO24G|B00MIA0KGY|B000A0GPSQ|B00BNR6RJW|B00000331T|B00IIT0CHG|B00B8O4W9C,Can you help me pick a catchy tune for a dance party?,0,"The user has a unique preference for Traditional Pop and Vocal Pop music, as indicated by their recent purchases and likes.",Can you help me pick a catchy tune for a dance party?,1.0,catchy tune for a dance party
B000002PHN,Live at the Opry,Classic Vocalists | CDs Under $7 | Broadway & Vocalists | Today's Deals in Music,7.17,4.4,AHW3PNOLO4TTHMLIRYC7WQNSMAJQ,B00MMVNA1Q|B00COCY67A|B00B7HFHMG|B000P12LX8|B003M3UK9S|B0036ZKL9G|B001W6Q4BU,Could you guide me to a music CD that is perfect for discovering new vocal talents on a budget?,1,The user has a unique preference for live music recordings and collections that feature a blend of traditional and contemporary folk elements.,Could you guide me to a music CD that is perfect for discovering new vocal talents on a budget? Please recommend me some different styles of music.,-1.0,
B00DRIMVK4,Overcomer,Pop & Contemporary | Christian & Gospel,7.51,4.9,AHFKGESDLOWPZQIG5NI226HTEXGA,B00HQYRNJO|B00D19TD1Y|B005FQZMGQ|B008HQ00O0|B001EO2UJ0|B001TIQTIY,I'm looking for a tune that provides an uplifting mood for a social gathering.,2,"The user shows a preference for music collections and compilations, as indicated by their interest in 'WOW Hits' and 'The Ultimate Collection' series.","I'm looking for a tune that provides an uplifting mood for a social gathering, and I’d also love recommendations for background music and catchy tunes that could work well in that setting.",3.0,uplifting mood for a social gathering|background music|catchy tunes
B00005OB07,Fiddler on the Roof,Musicals | Broadway & Vocalists,10.79,4.8,AFOA3MGYWCFIRFSUJ5TSBFGDYJTA,B00006LIRI|B000002VDC|B000002W8R|B000GH2Y92,Can you suggest a musical piece that will help with exploring cultural themes during a quiet evening at home?,2,"The user has a unique preference for album-oriented rock and enjoys music that blends different styles, such as Bossa Nova with rock elements.",Can you suggest a musical piece that will help with exploring cultural themes during a quiet evening at home? I’m also interested in how this music might work for emotional expression and storytelling through song.,3.0,exploring cultural themes during a quiet evening at home|emotional expression|storytelling through song
B0002EXH68,Craving,Indie & Alternative | Alternative Rock,9.78,4.2,AGYKZZZMLP3775X7Z3QILCK6TYUQ,B0001FZCOI|B000063DFN|B0002EXH5E|B000063COZ,Where can I find indie and alternative rock music with a craving theme that suits an adult with a strong interest in less mainstream genres?,-1,The user has a unique preference for music that includes elements of New Wave & Post-Punk and enjoys theatrical music styles like Musicals and Broadway & Vocalists.,Indie and alternative rock music with a craving theme for an adult with a strong interest in less mainstream genres.,1.0,Indie and alternative rock music with a craving theme for an adult with a strong interest in less mainstream genres
B00G5WK7MI,Greatest Hits,Singer-Songwriters | Pop,24.88,4.8,AG4K4E6UW5PUT5IA5Q6VUWHLGGXQ,B005H0ZD6O|B07JZBRGR4|B000002L5I|B000IFQLSW|B002YT03I4,"I'm interested in a Greatest Hits collection featuring Singer-Songwriters in the Pop genre, especially since I enjoy rock, country, and blues music.",-1,"The user has a unique preference for Chicago Blues and Regional Blues, indicating a deeper interest in specific sub-genres of blues music.",Greatest Hits collection featuring Singer-Songwriters in the Pop genre.,1.0,Greatest Hits collection featuring Singer-Songwriters in the Pop genre
B00007D5JQ,Jaco Pastorius: Modern Electric Bass,Bebop | Jazz,17.99,4.5,AFXEVDPLNU26C73N73M3Q2BEOQAA,B000002VH2|B000EPFDDA|B0000E69ME|B000RXZIK2|B001Y8WAUU|B0002A2VOQ|B00005LKX6|B00SM3VALA|B000M9CD6I|B000M9CD7M|B00HCLNU5C,What's a good instructional video on modern electric bass techniques featuring Jaco Pastorius for an adult jazz enthusiast interested in affordable options?,-1,The user shows a distinct preference for live concert recordings and performances by renowned jazz and jazz fusion artists.,What's a good instructional video on modern electric bass techniques featuring Jaco Pastorius for an adult jazz enthusiast interested in affordable options?,2.0,instructional video on modern electric bass techniques|featuring Jaco Pastorius
B01DTQJBII,Hank Williams: Mother's Best,Country,139.95,4.7,AFYFNCLMPHBWAVPUXABEPCRHO3SA,B00VTBBEL8|B00VXGTJMU|B00QR7ZM8A|B00064AEPG,Can you recommend a Hank Williams Country music album from the Mother's Best recordings for someone with a strong interest in country and folk music?,-1,The user has a unique preference for the Nashville Sound and classic country music styles.,Can you recommend a Hank Williams Country music album from the Mother's Best recordings?,1.0,Hank Williams Country music album from the Mother's Best recordings
B00A501URC,Warning,Pop | Dance Pop,60.0,5.0,AEET3UGKNH4HW3FGFAO2ZQ7BHDDQ,B007MAETAS|B000001ZGT|B002L1MPR2|B002VEEQO4|B001BOKRY8|B000024I74,Do you have any suggestions for a track that would be good for a lively celebration with friends?,2,"The user shows a distinct preference for Goth & Industrial and Indie & Alternative music, suggesting a taste for darker, more avant-garde sounds.",Do you have any suggestions for a track that would be good for a lively celebration with friends? I’m also looking for something that would work well for energetic gatherings and dance parties.,2.0,lively celebration with friends|energetic gatherings and dance parties
B008HTUVTG,Voyage II,Universal Music Group,24.99,4.7,AEX6JI3NOIBJFMAMMK64XV7TI23A,B00NM73MF8|B014JC1BFM|B0154ZT8VW|B01BIZRJQS,"Could you suggest a great international or holiday-themed music album, like Voyage II, that aligns with my strong interest in diverse music?",-1,"The user has a unique preference for music related to the British Isles, Europe, and Ireland.","Could you suggest a great international or holiday-themed music album, like Voyage II, that aligns with my strong interest in diverse music?",2.0,international music album|holiday-themed music album
B00002MV0W,Weather Report,Jazz | Jazz Fusion,18.86,4.6,AEXZF27KXMSZYYI3GZZHTZGEDN3A,B00005NIF6|B00U2IP5B4|B000001GQB|B000001GO0|B008S0BLCA,Can you suggest a sophisticated piece for a cultural exploration evening at home?,3,"The user shows a unique preference for ballets and dances, as well as a notable interest in jazz music.",Can you suggest a sophisticated piece for an evening at home? I'm not sure about the specific listening scene.,-1.0,
B00DOZNHDU,Saudade,Pop,17.51,4.8,AEFWTDZGCJ5NCOI6OIIJS26MR6OQ,B00002DEIX|B000051Y42|B000AP2ZQC|B00CHIY5OK|B00E4U81TO|B00DYVUCGO|B00005NWKI|B000068PQ5|B00HS7C03S|B008JEJVXG|B000BEZOSS|B00DJYK9RI|B0016Y9QJA|B0085YBJJO|B003VIQBRO|B004ZYGCLS,I'm looking for a catchy tune to play at a dance party that has an international and contemporary vibe.,0,"The user shows a unique preference for music that blends different cultural influences and contemporary styles, as indicated by their interest in international music and contemporary R&B.",I'm looking for a catchy tune to play at a dance party with an international vibe.,2.0,catchy tune|international vibe
B00TZE3W0C,My Favorite Things,Jazz,13.32,4.7,AGYQH4YUQT75GMSMNIBNL44MMERQ,B001BOX2XQ|B00NIALORW|B01N9GGRVV|B007RP4D5Y,I'm searching for a tune that showcases improvisational creativity for a soloist's performance.,0,"The user has a unique preference for avant-garde and free jazz styles, indicating a taste for experimental and non-traditional music forms.",I'm searching for a tune that showcases improvisational creativity for a soloist's performance.,1.0,improvisational creativity for a soloist's performance
